CELDA_ORIGEN ;NOMBRE_CELDA_ORIGEN ;CELDA_DESTINO ;NOMBRE_CELDA_DESTINO ;FLUJO ;
08VI ;Laguardia y otros municipios ;05LO ;Haro y Briñas ;51 ;
08VI ;Laguardia y otros municipios ;07VI ;Oyón-Oion y otros municipios ;40 ;
08VI ;Laguardia y otros municipios ;17VI ;Vitoria-Gasteiz (distrito 06) ;22 ;
08VI ;Laguardia y otros municipios ;23LO ;Logroño (distrito 02) ;20 ;
08VI ;Laguardia y otros municipios ;24BU ;Miranda de Ebro ;131 ;
08VI ;Laguardia y otros municipios ;25LO ;Logroño (distrito 04) ;18 ;
08ZA ;Quinto y otros municipios ;01TE ;Albalate del Arzobispo y otros municipios ;43 ;
08ZA ;Quinto y otros municipios ;06ZA ;Pina de Ebro y otros municipios ;82 ;
08ZA ;Quinto y otros municipios ;07ZA ;Sástago y otros municipios ;121 ;
08ZA ;Quinto y otros municipios ;10ZA ;Muel y otros municipios ;38 ;
08ZA ;Quinto y otros municipios ;21ZA ;María de Huerva y otros municipios ;25 ;
08ZM ;Morales de Toro y otros municipios ;02ZM ;Zamora (distrito 02) y otros municipios ;38 ;
08ZM ;Morales de Toro y otros municipios ;04ZM ;Toro y otros municipios ;100 ;
08ZM ;Morales de Toro y otros municipios ;09ZM ;Montamarta y otros municipios ;33 ;
090A ;Orihuela (distrito 04) ;002A ;Formentera del Segura y otros municipios ;23 ;
090A ;Orihuela (distrito 04) ;003A ;Bigastro y Jacarilla ;23 ;
090A ;Orihuela (distrito 04) ;004A ;Cox y otros municipios ;61 ;
090A ;Orihuela (distrito 04) ;021A ;Orihuela (distrito 08) y Rafal ;423 ;
090A ;Orihuela (distrito 04) ;023A ;Almoradí ;23 ;
090A ;Orihuela (distrito 04) ;027A ;Benejúzar ;44 ;
090A ;Orihuela (distrito 04) ;031A ;Callosa de Segura ;23 ;
090A ;Orihuela (distrito 04) ;032A ;Campello, el ;23 ;
090A ;Orihuela (distrito 04) ;036A ;Crevillent ;23 ;
090A ;Orihuela (distrito 04) ;039A ;Finestrat ;23 ;
090A ;Orihuela (distrito 04) ;03MU ;Abanilla ;16 ;
090A ;Orihuela (distrito 04) ;057A ;Redován ;83 ;
090A ;Orihuela (distrito 04) ;065A ;Pilar de la Horadada ;23 ;
090A ;Orihuela (distrito 04) ;087A ;Orihuela (distrito 01) ;49 ;
090A ;Orihuela (distrito 04) ;088A ;Orihuela (distrito 02) ;130 ;
090A ;Orihuela (distrito 04) ;089A ;Orihuela (distrito 03) ;50 ;
090A ;Orihuela (distrito 04) ;091A ;Orihuela (distrito 05) ;23 ;
090A ;Orihuela (distrito 04) ;092A ;Orihuela (distrito 06) ;195 ;
090A ;Orihuela (distrito 04) ;093A ;Orihuela (distrito 07) ;23 ;
090A ;Orihuela (distrito 04) ;11MU ;Beniel ;23 ;
090A ;Orihuela (distrito 04) ;65MU ;Murcia (SCD Number 7-B) ;23 ;
090B ;Moià ;030B ;Castellterçol y otros municipios ;102 ;
090B ;Moià ;031B ;Balenyà y otros municipios ;44 ;
090M ;Alcorcón (distrito 03) ;081M ;Villaviciosa de Odón ;41 ;
090M ;Alcorcón (distrito 03) ;088M ;Alcorcón (distrito 01) ;409 ;
090M ;Alcorcón (distrito 03) ;089M ;Alcorcón (distrito 02) ;961 ;
090M ;Alcorcón (distrito 03) ;091M ;Alcorcón (distrito 04) ;721 ;
090M ;Alcorcón (distrito 03) ;107M ;Fuenlabrada (distrito 06) ;72 ;
090M ;Alcorcón (distrito 03) ;115M ;Leganés (distrito 01) ;98 ;
090M ;Alcorcón (distrito 03) ;117M ;Leganés (distrito 03) ;163 ;
090M ;Alcorcón (distrito 03) ;121M ;Leganés (distrito 07) ;41 ;
090M ;Alcorcón (distrito 03) ;125M ;Móstoles (distrito 02) ;49 ;
090S ;Sevilla (SCD Number 5-B) ;048S ;Dos Hermanas (distrito 05) ;95 ;
090S ;Sevilla (SCD Number 5-B) ;082S ;Sevilla (SCD Number 3-A) ;28 ;
090S ;Sevilla (SCD Number 5-B) ;083S ;Sevilla (SCD Number 3-B) ;156 ;
090S ;Sevilla (SCD Number 5-B) ;084S ;Sevilla (SCD Number 4-A) ;18 ;
090S ;Sevilla (SCD Number 5-B) ;085S ;Sevilla (SCD Number 4-B) ;90 ;
090S ;Sevilla (SCD Number 5-B) ;089S ;Sevilla (SCD Number 5-A) ;243 ;
090S ;Sevilla (SCD Number 5-B) ;091S ;Sevilla (SCD Number 5-C) ;121 ;
090S ;Sevilla (SCD Number 5-B) ;092S ;Sevilla (SCD Number 5-D) ;132 ;
090S ;Sevilla (SCD Number 5-B) ;093S ;Sevilla (SCD Number 5-E) ;54 ;
090S ;Sevilla (SCD Number 5-B) ;111S ;Sevilla (SCD Number 10-B) ;94 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;015V ;Albal y Beniparrell ;21 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;016V ;Riba-roja de Túria y Loriguilla ;28 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;080V ;Sedaví ;18 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;099V ;Valencia (SCD La Creu del Grau) ;45 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;102V ;Valencia (SCD El Grau/Natzaret) ;185 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;106V ;Valencia (SCD L'Amistat/La Vega Baixa/La Carrasca) ;37 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;108V ;Sagunto/Sagunt (distrito 06) ;16 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;18 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;115V ;Valencia (SCD El Pla del Remei/Gran Via) ;44 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;116V ;Valencia (SCD Mont-Olivet) ;96 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;118V ;Valencia (SCD En Corts/Na Rovella) ;54 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;119V ;Valencia (SCD La Creu Coberta/Sant Marcel.lí/Camí Real) ;45 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;121V ;Valencia (SCD Poblats del Sud) ;132 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;124V ;Valencia (SCD L'IllaPerduda/Ciutat Jardin) ;39 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;128V ;Valencia (SCD Malilla) ;145 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;130V ;Valencia (SCD Arrancapins) ;36 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;132V ;Valencia (SCD Russafa) ;77 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;137V ;Quart de Poblet ;26 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;138V ;Valencia (SCD Patraix) ;45 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;139V ;Valencia (SCD Aiora) ;117 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;140V ;Paiporta ;16 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;141V ;Valencia (SCD Albors/Camí Fondo/Penya-roja) ;176 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;144V ;Valencia (SCD Ciutat Vella) ;53 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;148V ;Valencia (SCD El Cabanyal-El Canyamelar/Beteró) ;48 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;149V ;Catarroja ;26 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;154V ;Valencia (SCD El Pla del Real) ;98 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;155V ;Manises ;18 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;161V ;Valencia (SCD Campanar) ;26 ;
090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;165V ;Paterna ;38 ;
091A ;Orihuela (distrito 05) ;061A ;San Miguel de Salinas ;42 ;
091A ;Orihuela (distrito 05) ;065A ;Pilar de la Horadada ;139 ;
091A ;Orihuela (distrito 05) ;097A ;Torrevieja (distrito 01) ;101 ;
091A ;Orihuela (distrito 05) ;098A ;Torrevieja (distrito 02) ;242 ;
091A ;Orihuela (distrito 05) ;099A ;Torrevieja (distrito 03) ;66 ;
091B ;Navarcles ;106B ;Sallent ;29 ;
091B ;Navarcles ;107B ;Santpedor ;27 ;
091B ;Navarcles ;117B ;Sant Fruitós de Bages ;176 ;
091B ;Navarcles ;253B ;Manresa (distrito 02) ;27 ;
091B ;Navarcles ;255B ;Manresa (distrito 04) ;25 ;
091B ;Navarcles ;256B ;Manresa (distrito 05) ;41 ;
091M ;Alcorcón (distrito 04) ;049M ;Humanes de Madrid ;39 ;
091M ;Alcorcón (distrito 04) ;056M ;Moraleja de Enmedio ;23 ;
091M ;Alcorcón (distrito 04) ;081M ;Villaviciosa de Odón ;78 ;
091M ;Alcorcón (distrito 04) ;082M ;Tres Cantos ;20 ;
091M ;Alcorcón (distrito 04) ;088M ;Alcorcón (distrito 01) ;1261 ;
091M ;Alcorcón (distrito 04) ;089M ;Alcorcón (distrito 02) ;248 ;
091M ;Alcorcón (distrito 04) ;090M ;Alcorcón (distrito 03) ;542 ;
091M ;Alcorcón (distrito 04) ;097M ;Boadilla del Monte ;57 ;
091M ;Alcorcón (distrito 04) ;105M ;Fuenlabrada (distrito 04) ;23 ;
091M ;Alcorcón (distrito 04) ;107M ;Fuenlabrada (distrito 06) ;251 ;
091M ;Alcorcón (distrito 04) ;108M ;Fuenlabrada (distrito 07) ;36 ;
091M ;Alcorcón (distrito 04) ;110M ;Fuenlabrada (distrito 09) ;72 ;
091M ;Alcorcón (distrito 04) ;113M ;Getafe (distrito 03) ;23 ;
091M ;Alcorcón (distrito 04) ;114M ;Getafe (distrito 04) ;76 ;
091M ;Alcorcón (distrito 04) ;115M ;Leganés (distrito 01) ;74 ;
091M ;Alcorcón (distrito 04) ;117M ;Leganés (distrito 03) ;101 ;
091M ;Alcorcón (distrito 04) ;119M ;Leganés (distrito 05) ;23 ;
091M ;Alcorcón (distrito 04) ;121M ;Leganés (distrito 07) ;52 ;
091M ;Alcorcón (distrito 04) ;123M ;Majadahonda (distrito 02) ;22 ;
091M ;Alcorcón (distrito 04) ;125M ;Móstoles (distrito 02) ;190 ;
091M ;Alcorcón (distrito 04) ;126M ;Móstoles (distrito 03) ;487 ;
091M ;Alcorcón (distrito 04) ;131M ;Pozuelo de Alarcón (distrito 01) ;66 ;
091M ;Alcorcón (distrito 04) ;138M ;Torrejón de Ardoz (distrito 03) ;18 ;
091M ;Alcorcón (distrito 04) ;196M ;Madrid (SCD Ciudad Universitaria) ;32 ;
091M ;Alcorcón (distrito 04) ;207M ;Madrid (SCD Cuatro Vientos-Aguilas) ;27 ;
091M ;Alcorcón (distrito 04) ;217M ;Madrid (SCD Buenavista-2) ;20 ;
091M ;Alcorcón (distrito 04) ;268M ;Madrid (SCD Casco Histórico de Vallecas-2) ;27 ;
091M ;Alcorcón (distrito 04) ;283M ;Madrid (SCD Timón-Casco Historico-Aeropuerto) ;23 ;
091M ;Alcorcón (distrito 04) ;294M ;Móstoles (sección 035 y otras secciones del distrito 04) ;29 ;
091M ;Alcorcón (distrito 04) ;295M ;Móstoles (sección 042 y otras secciones del distrito 04) ;91 ;
091S ;Sevilla (SCD Number 5-C) ;024S ;Alcalá de Guadaíra (distrito 04) ;20 ;
091S ;Sevilla (SCD Number 5-C) ;048S ;Dos Hermanas (distrito 05) ;110 ;
091S ;Sevilla (SCD Number 5-C) ;082S ;Sevilla (SCD Number 3-A) ;20 ;
091S ;Sevilla (SCD Number 5-C) ;083S ;Sevilla (SCD Number 3-B) ;20 ;
091S ;Sevilla (SCD Number 5-C) ;089S ;Sevilla (SCD Number 5-A) ;180 ;
091S ;Sevilla (SCD Number 5-C) ;090S ;Sevilla (SCD Number 5-B) ;351 ;
091S ;Sevilla (SCD Number 5-C) ;092S ;Sevilla (SCD Number 5-D) ;95 ;
091S ;Sevilla (SCD Number 5-C) ;093S ;Sevilla (SCD Number 5-E) ;144 ;
091S ;Sevilla (SCD Number 5-C) ;111S ;Sevilla (SCD Number 10-B) ;111 ;
091V ;Valencia (SCD Safranar/Favara) ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;37 ;
091V ;Valencia (SCD Safranar/Favara) ;101V ;Torrent (distrito 04) ;19 ;
091V ;Valencia (SCD Safranar/Favara) ;102V ;Valencia (SCD El Grau/Natzaret) ;17 ;
091V ;Valencia (SCD Safranar/Favara) ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;23 ;
091V ;Valencia (SCD Safranar/Favara) ;119V ;Valencia (SCD La Creu Coberta/Sant Marcel.lí/Camí Real) ;158 ;
091V ;Valencia (SCD Safranar/Favara) ;122V ;Valencia (SCD Safranar/Vara de Quart) ;305 ;
091V ;Valencia (SCD Safranar/Favara) ;128V ;Valencia (SCD Malilla) ;27 ;
091V ;Valencia (SCD Safranar/Favara) ;130V ;Valencia (SCD Arrancapins) ;17 ;
091V ;Valencia (SCD Safranar/Favara) ;137V ;Quart de Poblet ;21 ;
091V ;Valencia (SCD Safranar/Favara) ;138V ;Valencia (SCD Patraix) ;235 ;
091V ;Valencia (SCD Safranar/Favara) ;140V ;Paiporta ;19 ;
091V ;Valencia (SCD Safranar/Favara) ;144V ;Valencia (SCD Ciutat Vella) ;41 ;
091V ;Valencia (SCD Safranar/Favara) ;154V ;Valencia (SCD El Pla del Real) ;25 ;
091V ;Valencia (SCD Safranar/Favara) ;157V ;Aldaia ;21 ;
091V ;Valencia (SCD Safranar/Favara) ;158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;317 ;
091V ;Valencia (SCD Safranar/Favara) ;161V ;Valencia (SCD Campanar) ;33 ;
091V ;Valencia (SCD Safranar/Favara) ;165V ;Paterna ;38 ;
092A ;Orihuela (distrito 06) ;003A ;Bigastro y Jacarilla ;97 ;
092A ;Orihuela (distrito 06) ;004A ;Cox y otros municipios ;22 ;
092A ;Orihuela (distrito 06) ;005A ;Albatera y San Isidro ;23 ;
092A ;Orihuela (distrito 06) ;021A ;Orihuela (distrito 08) y Rafal ;160 ;
092A ;Orihuela (distrito 06) ;023A ;Almoradí ;21 ;
092A ;Orihuela (distrito 06) ;031A ;Callosa de Segura ;26 ;
092A ;Orihuela (distrito 06) ;03MU ;Abanilla ;19 ;
092A ;Orihuela (distrito 06) ;057A ;Redován ;32 ;
092A ;Orihuela (distrito 06) ;087A ;Orihuela (distrito 01) ;87 ;
092A ;Orihuela (distrito 06) ;088A ;Orihuela (distrito 02) ;88 ;
092A ;Orihuela (distrito 06) ;089A ;Orihuela (distrito 03) ;56 ;
092A ;Orihuela (distrito 06) ;090A ;Orihuela (distrito 04) ;42 ;
092A ;Orihuela (distrito 06) ;091A ;Orihuela (distrito 05) ;35 ;
092A ;Orihuela (distrito 06) ;093A ;Orihuela (distrito 07) ;144 ;
092A ;Orihuela (distrito 06) ;097A ;Torrevieja (distrito 01) ;18 ;
092A ;Orihuela (distrito 06) ;11MU ;Beniel ;141 ;
092A ;Orihuela (distrito 06) ;37MU ;Santomera ;50 ;
092A ;Orihuela (distrito 06) ;58MU ;Murcia (SCD Number 4-B) ;39 ;
092A ;Orihuela (distrito 06) ;62MU ;Murcia (SCD Number 6-A) ;42 ;
092B ;Navàs ;040B ;Puig-reig y otros municipios ;61 ;
092B ;Navàs ;045B ;Balsareny y Castellnou de Bages ;66 ;
092M ;Aranjuez (distrito 01) ;038M ;Colmenar de Oreja ;42 ;
092M ;Aranjuez (distrito 01) ;093M ;Aranjuez (distrito 02) ;309 ;
092M ;Aranjuez (distrito 01) ;094M ;Aranjuez (distrito 03) ;186 ;
092M ;Aranjuez (distrito 01) ;095M ;Aranjuez (distrito 04) ;571 ;
092M ;Aranjuez (distrito 01) ;12TO ;Ocaña y Ciruelos ;40 ;
092M ;Aranjuez (distrito 01) ;53TO ;Seseña y Casarrubios del Monte ;73 ;
092S ;Sevilla (SCD Number 5-D) ;048S ;Dos Hermanas (distrito 05) ;45 ;
092S ;Sevilla (SCD Number 5-D) ;082S ;Sevilla (SCD Number 3-A) ;43 ;
092S ;Sevilla (SCD Number 5-D) ;083S ;Sevilla (SCD Number 3-B) ;41 ;
092S ;Sevilla (SCD Number 5-D) ;089S ;Sevilla (SCD Number 5-A) ;41 ;
092S ;Sevilla (SCD Number 5-D) ;090S ;Sevilla (SCD Number 5-B) ;211 ;
092S ;Sevilla (SCD Number 5-D) ;091S ;Sevilla (SCD Number 5-C) ;51 ;
092S ;Sevilla (SCD Number 5-D) ;093S ;Sevilla (SCD Number 5-E) ;353 ;
